"{""title"":""השגת את אתגר סנכרון המשקל הדו-שבועי"",""body"":""סנכרנת את משקלך שבועיים ברציפות. אתה מדהים!""}"
"{""title"":""מדליית 150 דק'-זהב"",""body"":""עמדת ביעד התכנית של 150 דק' בשבוע. ברכות מכל צוות [app_name]!""}"
"{""title"":""מדליית 150 דק'-פלטינום"",""body"":""עמדת ביעד התכנית של 150 דק' בשבוע שבועיים רצוף. זאת הדרך הנכונה!""}"
"{""title"":""מדליית המתמיד בתכנית"",""body"":""עמדת ביעדי התכנית 5 שבועות ברצף. כל הכבוד מצוות [app_name]!""}"
"{""title"":""מדליית המתמיד השבועי"",""body"":""השבוע עמדת ביעד התכנית. כל הכבוד מצוות [app_name]!""}"
"{""title"":""מדליית כוכב החודש"",""body"":""עמדת ביעדי התכנית 4 שבועות ברצף. מזל טוב מצוות [app_name]!""}"
"{""title"":""מדליית מלך הצעדים היומי "",""body"":""שברת את השיא האישי שלך במספר צעדים. כן ירבו!""}"
"{""title"":""מדליית מצטיין בשריפת קלוריות"",""body"":""שברת את השיא האישי שלך בשריפת קלוריות יומית. מחיאות כפיים!""}"
"{""title"":""מדליית מרחיק יומי מצטיין"",""body"":""שברת את השיא האישי שלך במרחק. אנחנו גאים בך!""}"
"{""title"":""מדליית משקיען"",""body"":""שיפרת את מד העצלנות. אנחנו בכיוון הנכון!""}"
"{""title"":""מדליית מתמיד טריפל שבועי "",""body"":""עמדת ביעדי התכנית 3 שבועות ברצף. כל הכבוד! ""}"
"{""title"":""מדליית מתמיד שבועי פלוס"",""body"":""עמדת ביעדי התכנית שבועיים רצוף. זה המסלול לחיים בריאים!""}"
"{""title"":""מדליית סיום שלב ראשון"",""body"":""השבוע התקדמת לשלב הבא של התכנית! ברכות מצוות [app_name]!""}"
"{""title"":""מדליית פעיל יומי מצטיין"",""body"":""שברת את השיא האישי שלך במשך פעילות יומית. כשרוצים-מצליחים!""}"
"{""title"":""סיום התכנית הבסיסית"",""body"":""סיימת את התוכנית הבסיסית! ברכות מצוות [app_name]!""}"
"{""title"":""תחרות האלוף היומי"",""body"":""זכית במקום הראשון! השגת את הכמות הגבוהה ביותר של דק' פעילות בתחרות""}"
"{""title"":""תחרות האלוף השבועי"",""body"":""ניצחת! השגת את הכמות הגבוהה ביותר של דק' פעילות בתחרות. אנחנו מעריצים אותך!""}"
"{""title"":""תחרות הלוחם השבועי"",""body"":""ניצחת! אתה הראשון להשיג את היעד השבועי, אנו גאים בך!""}"
"{""title"":""תחרות הנינג'ה היומי"",""body"":""אתה אלוף היעד היומי. המשך כך, אנו גאים בך!""}"
"{""title"":""תחרות טירוף סוף שבוע"",""body"":""ניצחת! השגת את הכמות הגבוהה ביותר של דק' פעילות בתחרות. אנחנו גאים בך!""}"
"{""title"":""תחרות מאסטר הימים"",""body"":""אתה המנצח! השגת את הכמות הגבוהה ביותר של היעדים היומיים בתקופה של שבועיים. המשך כך!""}"
weekly-hebrew-email
"אופס, רמת הפעילות שלך ירדה בשבועות האחרונים, חייבים לחזור לשגרת פעילות למען בריאותך! יעד השבוע הוא: [current_weekly_goal] דק'"
"אורח חיים בריא מתאים לך 😉 [first_name], השגת את היעד היומי שלך! 💪"
"אחה""צ טובים [first_name], אולי נלך לעשות קצת פעילות ב[location_Name] ברחוב [location_address] ונשיג את [[X]] דק' הפעילות שנותרו לך? "
"אחה""צ טובים [first_name], אולי נלך לקנות קפה ב[location_Name] ברחוב [location_address] ונשיג את [[X]] דק' הפעילות שנותרו לך? "
"אחה""צ טובים [first_name], השמש זורחת אז למה שלא נלך לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו להיום?"
"אחה""צ טובים [first_name], השמש זורחת בחוץ. שנלך לטייל ב[location_Name] ברחוב [location_address] ונשיג את [[X]] דק' הפעילות שנותרו? "
"אחה""צ טובים [first_name], השמש זורחת ויש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו להיום"
"אחה""צ טובים [first_name], השמש זורחת ויש לך זמן פנוי ב [slot_start_time] לצאת לסיבוב ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו להיום"
"אחה""צ טובים [first_name], התלבש היטב ולך לקנות קפה חם ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך "
"אחה""צ טובים [first_name], התלבש חם ונלך לחלץ עצמות ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], התלבש חם ונלך לקנות קפה ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], התלבש חם ונלך לקנות קפה ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], התלבש חם ונצא לסיבוב ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], זה זמן מושלם ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו להיום "
"אחה""צ טובים [first_name], יש לך זמן פנוי ב [slot_start_time] אז קח מטריה ולך לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך"
"אחה""צ טובים [first_name], יש לך זמן פנוי ב [slot_start_time] אז קח מטריה וצא לסיבוב מרענן ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך"
"אחה""צ טובים [first_name], יש לך זמן פנוי ב [slot_start_time] ללכת לעשות קצת פעילות גופנית ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"אחה""צ טובים [first_name], יש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך"
"אחה""צ טובים [first_name], יש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"אחה""צ טובים [first_name], יש לך זמן פנוי ב [slot_start_time] לעשות קצת פעילות גופנית ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך"
"אחה""צ טובים [first_name], יש לך זמן פנוי ב [slot_start_time] לצאת להליכה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו להיום "
"אחה""צ טובים [first_name], יש לך זמן פנוי ב [slot_start_time] לצאת לסיבוב ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך"
"אחה""צ טובים [first_name], לך בזהירות לטיול ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], לך בזהירות לעשות סיבוב ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], לך בזהירות לקנות קפה ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], לך לקנות קפה ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות אז צא להליכה מרעננת ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. אם מזג האוויר לא מאפשר לצאת החוצה, אתה יכול ללכת בבית ולהשלים את היעד היומי שלך"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. אם מזג האוויר לא מאפשר לצאת החוצה, קח חבר מהעבודה ותעשה סיבוב במקום העבודה ותשלים את היעד היומי שלך"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. השמש זורחת וזה זמן מושלם ללכת לעשות קצת פעילות גופנית ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. השמש זורחת וזה זמן מושלם ללכת לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וזה זמן מושלם ללכת לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וזה זמן מושלם לצאת לסיבוב התרעננות ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. השמש זורחת וזה זמן מושלם ללכת לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. השמש זורחת וזה זמן מושלם לעשות קצת פעילות גופנית ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time] וזה זמן מושלם לעשות קצת פעילות גופנית ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time], זמן מצוין ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולעשות פעילות גופנית "
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time], זמן מצוין לצאת לסיבוב ב[location_Name] ברחוב [location_address] ולעשות פעילות גופנית "
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. יתכן שירד גשם בחוץ אז קח מטריה וצא לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. יתכן שקצת יטפטף בחוץ אז קח מטריה וצא לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. לך לסיבוב ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. לך לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. נעים בחוץ אז לך לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. נעים בחוץ אז צא לסיבוב ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. נעים בחוץ וזה זמן מושלם ללכת לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. קח מטריה וצא להליכה מרעננת ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. קר בחוץ אז תתלבש היטב וצא להליכה מרעננת ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. קר בחוץ אז תתלבש היטב וצא לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time], שנלך לעשות סיבוב ב[location_Name] ברחוב [location_address]? גם נשלים את היעד היומי וגם נרגיש ערניים יותר"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time], שנלך לקנות קפה ב[location_Name] ברחוב [location_address]? גם נשלים את היעד היומי וגם נרגיש ערניים יותר"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. שנלך לקנות קפה ב[location_Name] ברחוב [location_address] ונשלים את היעד היומי? "
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. שנצא להליכה ב[location_Name] ברחוב [location_address] ונשלים את היעד היומי? "
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. זמן מצוין ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולעשות פעילות גופנית "
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות, זמן מצוין לצאת לסיבוב ב[location_Name] ברחוב [location_address] ולעשות פעילות גופנית "
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. יתכן שירד גשם בחוץ אז קח מטריה וצא לטיול מרענן ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. יתכן שירד גשם בחוץ אז קח מטריה וצא לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. יתכן שקצת יטפטף בחוץ אז קח מטריה וצא לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות להיום. אם מזג האוויר לא מאפשר לעשות פעילות בחוץ, סע ל[location_Name] ברחוב [location_address] ותשלים את היעד היומי שלך שם"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות להיום וראינו שיש לך זמן להשלים אותו ב [slot_start_time]. אם מזג האוויר לא מאפשר לעשות פעילות בחוץ, סע ל[location_Name] ברחוב [location_address] ותשלים את היעד היומי שלך שם"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. לך לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. נעים בחוץ אז לזה זמן מצוין ללכת לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. נעים בחוץ אז צא לסיבוב ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. קח מטריה וצא להליכה מרעננת ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. קר בחוץ אז תתלבש היטב וצא להליכה מרעננת ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. קר בחוץ אז תתלבש היטב וצא לקנות קפה ב[location_Name] ברחוב [location_address]"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות, שנלך לעשות סיבוב ב[location_Name] ברחוב [location_address]? גם נשלים את היעד היומי וגם נרגיש רעננים יותר"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות, שנלך לעשות קצת פעילות ב[location_Name] ברחוב [location_address] ונשלים את היעד היומי? "
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. שנלך לקנות קפה ב[location_Name] ברחוב [location_address]? גם נשלים את היעד היומי וגם נרגיש ערניים יותר"
"אחה""צ טובים [first_name], נותרו לך [[X]] דק' פעילות. שנלך לקנות קפה ב[location_Name] ברחוב [location_address] ונשלים את היעד היומי? "
"אחה""צ טובים [first_name], נעים בחוץ אז זה זמן מצוין לצאת לסיבוב ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו להיום "
"אחה""צ טובים [first_name], נעים בחוץ אז לך בזהירות לעשות סיבוב ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], נעים בחוץ אז לך בזהירות לקנות קפה ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], נעים בחוץ אז לך לטיול ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], נעים בחוץ אז לך לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"אחה""צ טובים [first_name], נעים בחוץ אז לך לקנות קפה ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], נעים בחוץ ויש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו להיום "
"אחה""צ טובים [first_name], נעים בחוץ ויש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"אחה""צ טובים [first_name], נעים בחוץ ויש לך זמן פנוי ב [slot_start_time] לעשות קצת פעילות גופנית ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"אחה""צ טובים [first_name], נראה שמזג האוויר לא מאפשר לעשות פעילות בחוץ אבל יש לך זמן פנוי ב [slot_start_time] אז אולי תסע ל[location_Name] ברחוב [location_address] ותשלים את [[X]] דק' הפעילות שנותרו לך להיום בהליכה שם? "
"אחה""צ טובים [first_name], נראה שמזג האוויר לא מאפשר לעשות פעילות בחוץ אז אולי תסע ל[location_Name] ברחוב [location_address] ותשלים את [[X]] דק' הפעילות שנותרו לך להיום בהליכה שם? "
"אחה""צ טובים [first_name], נראה שמזג האוויר לא מאפשר לעשות פעילות בחוץ אז קום מהכסא ותשלים את [[X]] דק' הפעילות שנותרו לך להיום בהליכה ברחבי המשרד "
"אחה""צ טובים [first_name], נראה שמזג האוויר לא מאפשר לעשות פעילות בחוץ אז קום מהספה ותשלים את [[X]] דק' הפעילות שנותרו לך להיום בתוך הבית "
"אחה""צ טובים [first_name], קח מטריה ולך לעשות סיבוב ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך "
"אחה""צ טובים [first_name], קח מטריה ולך לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך"
"אחה""צ טובים [first_name], קח מטריה ונלך לטיול מרענן ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו"
"אחה""צ טובים [first_name], קח מטריה ונלך לעשות סיבוב ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו להיום"
"אחה""צ טובים [first_name], קח מטריה ונלך לעשות קצת פעילות ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו להיום"
"אחה""צ טובים [first_name], קח מטריה ונלך לעשות קצת פעילות ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו להיום"
"אחה""צ טובים [first_name], קח מטריה ונלך לקנות קפה ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו להיום"
"אחה""צ טובים [first_name], קח מטריה ונלך לקנות קפה ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו להיום"
"אחה""צ טובים [first_name], שנלך לטיול ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו להיום?"
"אחה""צ טובים [first_name], שנלך לטייל ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו?"
"אחה""צ טובים [first_name], שנלך לטייל ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו?"
"אחה""צ טובים [first_name], שנלך לקנות קפה ב[location_Name] ברחוב [location_address] ונשיג את [[X]] דק' הפעילות שנותרו לך?"
"אחה""צ טובים [first_name], שנלך לקנות קפה ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו?"
"אחה""צ טובים [first_name], שנלך לקנות קפה ב [slot_start_time] ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו?"
"אחה""צ טובים [first_name], שנעשה סיבוב ב[location_Name] ברחוב [location_address] ונשיג את [[X]] דק' הפעילות שנותרו להיום?"
"אחה""צ טובים [first_name], שנצא לסיבוב ב[location_Name] ברחוב [location_address] ונשיג את [[X]] דק' הפעילות שנותרו להיום? "
"אחה""צ טובים [first_name], שנצא לצאת לסיבוב ב[location_Name] ברחוב [location_address] ונשיג את [[X]] דק' הפעילות שנותרו להיום "
"אחה""צ טובים ושמשיים [first_name], שנצא להליכה מרעננת ב[location_Name] ברחוב [location_address] ונשלים את [[X]] דק' הפעילות שנותרו להיום?"
"אחר הצהריים טובים [first_name], הגיע הזמן לקחת תרופה"
"אחר הצהריים טובים [first_name], השתדל להכין את רוב הארוחות בבית. זה יעזור לך לנהל את התזונה והמשקל שלך בצורה יעילה יותר!"
"אחר צהריים טובים [first_name], נסה להימנע מתנומות ארוכות במהלך היום. הגבל את עצמך עד 30 דקות, כדי שזה לא יפריע לשנת הלילה"
"איזה כיף [first_name], השגת את יעד הירידה במשקל שלך וזכית ב [achievement_name]. גאים בך!"
"איזה כיף [first_name], כבר 3 שבועות רצוף שעמדת ביעדים השבועיים ואנחנו גאים בך!"
איזה כיף [first_name]! כבר חודש רצוף שעמדת ביעדים השבועיים! המשך כך.
"איזה כיף [first_name], כבר מספר שבועות ברציפות שעמדת ביעדים השבועיים ואנחנו גאים בך!"
איזו דרך נהדרת להתחיל את השבוע [first_name]! בשבוע שעבר הגעת למקום ה-[rank] בלוח התוצאות לפעילות השבועית. אנו גאים בך ויודעים שאתה מסוגל לעשות זאת גם השבוע :)
איזו הפתעה [first_name]! עמדת ביעד השבועי לפני הזמן הצפוי! כל הכבוד לך
איזו התרגשות! אתה כמעט שם [first_name]! ירדת [user_unit] [weight_loss] מתחילת התכנית. אל תשכח להישקל השבוע
"איך היום שלך הולך, [first_name]?~רק מוודאים שלא שכחת לקחת את התרופה שלך 😊"
👋 איך חווית השימוש שלך ב[app_name] עד כה [first_name]? ספר לנו!
אל תוותר [first_name]! זה קשה אבל אפשרי - הרגלי אכילה נכונים ופעילות גופנית יסייעו לך לשמור על משקל בריא
"אל תשכח להישקל השבוע [first_name], שמירה על משקל בריא הוא המפתח לחיים בריאים!"
אל תשכח לקחת את התרופה שלך! בוא ניקח אותה עכשיו
אל תשכח לקחת את התרופה שלך! בוא ניקח את התרופה עכשיו
"אנו גאים בך [first_name]! אתה על המסלול הנכון לעשיריה הראשונה בלוח התוצאות לפעילות השבועית. [days_left], אז בצע פעילות ושפר את סיכוייך. אנחנו יודעים שאתה מסוגל!"
"אנו גאים בך [first_name], בשבוע שחלף עברת יותר ממחצית מהיעד השבועי! זה הזמן להשקיע קצת יותר. יעד השבוע הוא: [current_weekly_goal] דק'"
אנו גאים בך [first_name]! בשבוע שעבר תפסת את המקום ה-[rank] בלוח התוצאות לפעילות השבועית. סומכים עליך שתשחזר את ההצלחה גם השבוע :)
אנו גאים בך [first_name]! ירדת [user_unit] [weight_loss] מתחילת התכנית ונשאר לך לרדת רק עוד [user_unit] [left_to_reach_weight_loss_goal] כדי להגיע למשקל היעד שלך. תמשיך כך!
אנו גאים בך [first_name]! ירדת [user_unit] [weight_loss] מתחילת התכנית ונשאר לך לרדת רק עוד [user_unit][left_to_reach_weight_loss_goal] כדי להגיע למשקל היעד שלך. תמשיך כך!
אנו גאים בך [first_name] שהשלמת יותר ממחצית היעד השבועי. קל יותר להגיע ליעד השבועי כשמתכננים מראש מסלול ושעה נוחה ביום לפעילות. יעד השבוע הנוכחי הוא: [current_weekly_goal] דק'
אנחנו גאים בך [first_name]! 🤩 השגת את היעד היומי שלך 💪
"אנחנו גאים בך [first_name]. שברת את השיא האישי שלך אתמול במרחק יומי של [distance_record] ק""מ! הפרס הכי חשוב זה ששיפרת את מצב בריאותך!"
"אנחנו גאים בך [first_name], שרפת [calories_record] קלוריות אתמול ושברת את השיא האישי שלך! הפרס הכי חשוב זה ששיפרת את מצב בריאותך!"
"אנחנו יודעים שאתה עסוק [first_name] ⏰~חשוב שתקפיד לקחת את התרופה שלך בזמן. אם לקחת אותה, בבקשה תעדכן אותנו 🙏"
אנחנו מאחלים לך יום הולדת מאושר מכל! אנו מקווים שהיום המיוחד הזה הוא תחילתה של שנה מדהימה נוספת. מאמינים בך תמיד ומאחלים שתגיע ליעדים 🎈
"אנחנו מאחלים לך יום הולדת שמח ובריא [first_name]! שכל משאלות ליבך יתגשמו, המון הצלחה, תזונה בריאה והתמדה 🎈"
אנחנו מאחלים לך יום הולדת שמח ובריא [first_name]! שתגיע ליעדים שלך השנה ותשמור על אורח חיים בריא 🎈
אתה בדרך הנכונה [first_name]! שבוע שעבר ירדת [weekly_weight_loss] [user_unit]. ירידה של 5-7% ממשקל גופך מסייעת לאורח חיים בריא. אל תשכח להישקל השבוע 😊
"🥇 אתה האלוף [first_name], ניצחת את ""[competition_name]"" 🏆 אתמול והשגת את הכמות הגבוהה ביותר של דק' הפעילות ב 24-שעות!"
"🥇 אתה המנצח [first_name], 🏆 היית תותח בסוף השבוע האחרון על ידי השגת הכמות הגבוהה ביותר של דק' הפעילות ""ב[competition_name]"". אנו גאים בך ומאחלים לך להמשיך בהצלחתך"
אתה יכול לעשות את זה [first_name]! בוא נשפר את מיקומך בלוח התוצאות לפעילות השבועית. [days_left] לשיפור המיקום בלוח וקידום אורח חיים בריא :)
🥇 אתה יכול לעשות את זה [first_name]! השלמת [activity_completed] דק' פעילות עד כה! [hours_left] כדי לסיים בראש הטבלה ולנצח. לחץ כאן כדי לראות את הדירוג שלך
"אתה כמעט שם [first_name], נשארו לך להשלים [activity_goal] דק' ביום במשך [daily_activity_goals_left] ימים כדי להשלים את ""[challenge_name]"". אנחנו מאמינים בך :)"
אתה מדהים [first_name]! בשבוע שעבר הגעת למקום ה-[rank] בלוח התוצאות לפעילות השבועית. אנחנו סומכים עליך שגם השבוע תגיע לראש הטבלה :)
"אתה רעב [first_name]? בחר במזון עשיר בסיבים תזונתיים שגם מתעכל לאט ותורם לתחושת שובע וגם מאזן את רמת הסוכר בדם, כמו למשל: דגנים מלאים, קטניות ומבחר אגוזים"
"אתה תותח [first_name], בשבוע שעבר הגעת למקום ה-[rank] בלוח התוצאות לפעילות השבועית! אנחנו גאים בך. המשך בדרך הזאת ונסה גם השבוע להגיע לראש הטבלה :)"
"אתה תותח, [first_name]! 🤩 השגת את היעד היומי שלך 💪"
אתה תותח [first_name]! השגת את משקל היעד של [reach_weight_loss_goal] [user_unit]. תמשיך לבצע מעקב אחר היעדים על מנת לסייע לאורח חיים בריא
"אתה תותח [first_name]! השגת בגדול את יעדי התכנית הבסיבית. אנו שמחים לשדרג אותך ישר לתכנית המומחים, שם תתמקד בביצוע פעילות רצופה. כל הכבוד, עשית צעד לאורח חיים בריא!"
אתה תותח [first_name]! השלמת את “[challenge_name]” ואתה בדרך הנכונה לאורח חיים בריא :)
"אתה תותח [first_name]! מיקומך בלוח התוצאות לפעילות השבועית גבוה מאוד. נותרו [days_left] כדי להגיע למקום הראשון, אז המשך במרץ לבצע פעילות. אנחנו גאים בך :)"
"🥇 אתה תותח [first_name]! ניצחת את ""[competition_name]"" 🏆 אתמול והשגת את הכמות הגבוהה ביותר של דק' הפעילות בשבוע. אתה נמצא על המסלול הנכון לאורח חיים בריא"
"בארבו [first_name], עשית זאת! השלמת את ""[challenge_name]"". הנאה אמיתית מגיעה מאורח חיים בריא :)"
